32 1468295066 0.400000 -1.000000 -101.000000 0.000000 0.000000
32 1468295067 0.400000 -1.000000 -101.000000 0.000000 0.000000
32 1468295068 0.400000 -1.000000 -101.000000 0.000000 0.000000
32 1468295069 0.400000 -1.000000 -101.000000 0.000000 0.000000
32 1468295070 0.400000 -1.000000 -101.000000 0.000000 0.000000
32 1468295071 1.600000 -1.000000 -101.000000 0.000000 0.000000
32 1468295072 1.600000 -1.000000 -101.000000 0.000000 0.000000
32 1468295073 1.600000 -1.000000 -101.000000 0.000000 0.000000
32 1468295074 1.600000 -1.000000 -101.000000 0.000000 0.000000
32 1468295075 1.600000 -1.000000 -101.000000 0.000000 0.000000
32 1468295076 1.600000 -1.000000 -101.000000 0.000000 0.000000
32 1468295077 1.600000 -1.000000 -101.000000 0.000000 0.000000
32 1468295078 1.600000 -1.000000 -101.000000 0.000000 0.000000
32 1468295079 1.600000 -1.000000 -101.000000 0.000000 0.000000
32 1468295080 1.600000 -1.000000 -101.000000 0.000000 0.000000
32 1468295081 2.800000 -1.000000 -101.000000 0.000000 0.000000
32 1468295082 2.800000 -1.000000 -101.000000 0.000000 0.000000
32 1468295083 2.800000 -1.000000 -101.000000 0.000000 0.000000
32 1468295084 2.800000 -1.000000 -101.000000 0.000000 0.000000
32 1468295085 2.800000 -1.000000 -101.000000 0.000000 0.000000
32 1468295086 3.200000 -1.000000 -101.000000 0.000000 0.000000
32 1468295087 3.200000 -1.000000 -101.000000 0.000000 0.000000
32 1468295088 3.200000 -1.000000 -101.000000 0.000000 0.000000
32 1468295089 3.200000 -1.000000 -101.000000 0.000000 0.000000
32 1468295090 3.200000 -1.000000 -101.000000 0.000000 0.000000
32 1468295091 3.200000 -1.000000 -101.000000 0.000000 0.000000
32 1468295092 3.200000 -1.000000 -101.000000 0.000000 0.000000
32 1468295093 3.200000 -1.000000 -101.000000 0.000000 0.000000
32 1468295094 3.200000 -1.000000 -101.000000 0.000000 0.000000
32 1468295095 3.200000 -1.000000 -101.000000 0.000000 0.000000
32 1468295096 3.800000 -1.000000 -101.000000 0.000000 0.000000
32 1468295097 3.800000 -1.000000 -101.000000 0.000000 0.000000
32 1468295098 3.800000 -1.000000 -101.000000 0.000000 0.000000
32 1468295099 3.800000 -1.000000 -101.000000 0.000000 0.000000
32 1468295100 3.800000 -1.000000 -101.000000 0.000000 0.000000
32 1468295101 4.400000 -1.000000 -101.000000 0.000000 0.000000
32 1468295102 4.400000 -1.000000 -101.000000 0.000000 0.000000
32 1468295103 4.400000 -1.000000 -101.000000 0.000000 0.000000
32 1468295104 4.400000 -1.000000 -101.000000 0.000000 0.000000
32 1468295105 4.400000 -1.000000 -101.000000 0.000000 0.000000
32 1468295106 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295107 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295108 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295109 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295110 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295111 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295112 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295113 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295114 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295115 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295116 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295117 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295118 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295119 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295120 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295121 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295122 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295123 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295124 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295125 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295126 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295127 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295128 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295129 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295130 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295131 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295132 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295133 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295134 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295135 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295136 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295137 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295138 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295139 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295140 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295141 4.000000 -1.000000 -101.000000 0.000000 0.000000
32 1468295142 4.000000 -1.000000 -101.000000 0.000000 0.000000
